T,trigData_1,trigData_2,trigData_3,trigData_4,trigData_5,trigData_6
0.126,0,-0.0651099547958696,0.045735543782506,0.0638316390899801,0.0197387362148013,0.151495007752341
0.1278,0,-0.0660400970072391,0.0463889086936847,0.0647435196484084,0.0200207181607271,0.153659222148803
0.1296,0,-0.0669702392186087,0.0470422736048633,0.0656554002068367,0.0203027001066528,0.155823436545265
0.1314,0,-0.0679003814299782,0.047695638516042,0.066567280765265,0.0205846820525785,0.157987650941727
0.1332,0,-0.0688305236413478,0.0483490034272206,0.0674791613236933,0.0208666639985043,0.160151865338189
0.135,0,-0.0697606658527174,0.0490023683383993,0.0683910418821216,0.02114864594443,0.162316079734651
0.1368,0,-0.070690808064087,0.049655733249578,0.0693029224405499,0.0214306278903557,0.164480294131113
0.1386,0,-0.0716209502754565,0.0503090981607566,0.0702148029989782,0.0217126098362815,0.166644508527575
0.1404,0,-0.0725510924868261,0.0509624630719353,0.0711266835574064,0.0219945917822072,0.168808722924037
0.1422,0,-0.0734812346981956,0.0516158279831139,0.0720385641158347,0.0222765737281329,0.170972937320499
0.144,0,-0.0744113769095652,0.0522691928942926,0.072950444674263,0.0225585556740587,0.173137151716961
0.1458,0,-0.0753415191209348,0.0529225578054712,0.0738623252326913,0.0228405376199844,0.175301366113423
0.1476,0,-0.0762716613323043,0.0535759227166499,0.0747742057911196,0.0231225195659101,0.177465580509885
0.1494,0,-0.0772018035436739,0.0542292876278286,0.0756860863495479,0.0234045015118359,0.179629794906347
0.1512,0,-0.0781319457550435,0.0548826525390072,0.0765979669079762,0.0236864834577616,0.181794009302809
0.153,0,-0.079062087966413,0.0555360174501859,0.0775098474664044,0.0239684654036873,0.183958223699271
0.1548,0,-0.0799922301777826,0.0561893823613645,0.0784217280248327,0.0242504473496131,0.186122438095734
0.1566,0,-0.0809223723891522,0.0568427472725432,0.079333608583261,0.0245324292955388,0.188286652492196
0.1584,0,-0.0818525146005217,0.0574961121837218,0.0802454891416893,0.0248144112414645,0.190450866888658
0.1602,0,-0.0827826568118913,0.0581494770949005,0.0811573697001176,0.0250963931873903,0.19261508128512
0.162,0,-0.0837127990232609,0.0588028420060792,0.0820692502585459,0.025378375133316,0.194779295681582
0.1638,0,-0.0846429412346304,0.0594562069172578,0.0829811308169742,0.0256603570792418,0.196943510078044
0.1656,0,-0.085573083446,0.0601095718284365,0.0838930113754025,0.0259423390251675,0.199107724474506
0.1674,0,-0.0865032256573696,0.0607629367396151,0.0848048919338308,0.0262243209710932,0.201271938870968
0.1692,0,-0.0874333678687391,0.0614163016507938,0.085716772492259,0.0265063029170189,0.20343615326743
0.171,0,-0.0883635100801087,0.0620696665619724,0.0866286530506873,0.0267882848629447,0.205600367663892
0.1728,0,-0.0892936522914782,0.0627230314731511,0.0875405336091156,0.0270702668088704,0.207764582060354
0.1746,0,-0.0902237945028478,0.0633763963843298,0.0884524141675439,0.0273522487547962,0.209928796456816
0.1764,0,-0.0911539367142174,0.0640297612955084,0.0893642947259722,0.0276342307007219,0.212093010853278
0.1782,0,-0.0920840789255869,0.0646831262066871,0.0902761752844005,0.0279162126466476,0.21425722524974
0.18,0,-0.0930142211369565,0.0653364911178657,0.0911880558428288,0.0281981945925734,0.216421439646202
0.1818,0,-0.0939443633483261,0.0659898560290444,0.092099936401257,0.0284801765384991,0.218585654042664
0.1836,0,-0.0948745055596956,0.066643220940223,0.0930118169596853,0.0287621584844248,0.220749868439126
0.1854,0,-0.0958046477710652,0.0672965858514017,0.0939236975181136,0.0290441404303505,0.222914082835588
0.1872,0,-0.0967347899824348,0.0679499507625804,0.0948355780765419,0.0293261223762763,0.22507829723205
0.189,0,-0.0976649321938043,0.068603315673759,0.0957474586349702,0.029608104322202,0.227242511628512
0.1908,0,-0.0985950744051739,0.0692566805849377,0.0966593391933985,0.0298900862681278,0.229406726024974
0.1926,0,-0.0995252166165435,0.0699100454961163,0.0975712197518268,0.0301720682140535,0.231570940421436
0.1944,0,-0.100455358827913,0.070563410407295,0.0984831003102551,0.0304540501599792,0.233735154817898
0.1962,0,-0.101385501039283,0.0712167753184736,0.0993949808686834,0.030736032105905,0.23589936921436
0.198,0,-0.102315643250652,0.0718701402296523,0.100306861427112,0.0310180140518307,0.238063583610822
0.1998,0,-0.103245785462022,0.072523505140831,0.10121874198554,0.0312999959977564,0.240227798007284
0.2016,0,-0.104175927673391,0.0731768700520096,0.102130622543968,0.0315819779436822,0.242392012403746
0.2034,0,-0.105106069884761,0.0738302349631883,0.103042503102397,0.0318639598896079,0.244556226800208
0.2052,0,-0.10603621209613,0.0744835998743669,0.103954383660825,0.0321459418355336,0.24672044119667
0.207,0,-0.1069663543075,0.0751369647855456,0.104866264219253,0.0324279237814594,0.248884655593132
0.2088,0,-0.10789649651887,0.0757903296967242,0.105778144777681,0.0327099057273851,0.251048869989594
0.2106,0,-0.108826638730239,0.0764436946079029,0.10669002533611,0.0329918876733108,0.253213084386056
0.2124,0,-0.109756780941609,0.0770970595190816,0.107601905894538,0.0332738696192366,0.255377298782518
0.2142,0,-0.110686923152978,0.0777504244302602,0.108513786452966,0.0335558515651623,0.25754151317898
0.216,0,-0.111617065364348,0.0784037893414389,0.109425667011395,0.033837833511088,0.259705727575442
0.2178,0,-0.112547207575717,0.0790571542526175,0.110337547569823,0.0341198154570138,0.261869941971904
0.2196,0,-0.113477349787087,0.0797105191637962,0.111249428128251,0.0344017974029395,0.264034156368366
0.2214,0,-0.114407491998456,0.0803638840749748,0.112161308686679,0.0346837793488652,0.266198370764828
0.2232,0,-0.115337634209826,0.0810172489861535,0.113073189245108,0.034965761294791,0.26836258516129
0.225,0,-0.116267776421196,0.0816706138973322,0.113985069803536,0.0352477432407167,0.270526799557752
0.2268,0,-0.117197918632565,0.0823239788085108,0.114896950361964,0.0355297251866424,0.272691013954214
0.2286,0,-0.118128060843935,0.0829773437196895,0.115808830920393,0.0358117071325682,0.274855228350676
0.2304,0,-0.119058203055304,0.0836307086308681,0.116720711478821,0.0360936890784939,0.277019442747138
0.2322,0,-0.119988345266674,0.0842840735420468,0.117632592037249,0.0363756710244196,0.2791836571436
0.234,0,-0.120918487478043,0.0849374384532254,0.118544472595677,0.0366576529703454,0.281347871540062
0.2358,0,-0.121848629689413,0.0855908033644041,0.119456353154106,0.0369396349162711,0.283512085936524
0.2376,0,-0.122778771900783,0.0862441682755828,0.120368233712534,0.0372216168621968,0.285676300332986
0.2394,0,-0.123708914112152,0.0868975331867614,0.121280114270962,0.0375035988081226,0.287840514729448
0.2412,0,-0.124639056323522,0.0875508980979401,0.122191994829391,0.0377855807540483,0.29000472912591
0.243,0,-0.125569198534891,0.0882042630091187,0.123103875387819,0.038067562699974,0.292168943522372
0.2448,0,-0.126499340746261,0.0888576279202974,0.124015755946247,0.0383495446458998,0.294333157918834
0.2466,0,-0.12742948295763,0.089510992831476,0.124927636504675,0.0386315265918255,0.296497372315296
0.2484,0,-0.128359625169,0.0901643577426547,0.125839517063104,0.0389135085377512,0.298661586711758
0.2502,0,-0.12928976738037,0.0908177226538334,0.126751397621532,0.039195490483677,0.30082580110822
0.252,0,-0.130219909591739,0.091471087565012,0.12766327817996,0.0394774724296027,0.302990015504682
0.2538,0,-0.131150051803109,0.0921244524761907,0.128575158738389,0.0397594543755284,0.305154229901144
0.2556,0,-0.132080194014478,0.0927778173873693,0.129487039296817,0.0400414363214542,0.307318444297606
0.2574,0,-0.133010336225848,0.093431182298548,0.130398919855245,0.0403234182673799,0.309482658694069
0.2592,0,-0.133940478437217,0.0940845472097266,0.131310800413673,0.0406054002133056,0.311646873090531
0.261,0,-0.134870620648587,0.0947379121209053,0.132222680972102,0.0408873821592314,0.313811087486993
0.2628,0,-0.135800762859956,0.095391277032084,0.13313456153053,0.0411693641051571,0.315975301883455
0.2646,0,-0.136730905071326,0.0960446419432626,0.134046442088958,0.0414513460510828,0.318139516279917
0.2664,0,-0.137661047282696,0.0966980068544413,0.134958322647387,0.0417333279970086,0.320303730676379
0.2682,0,-0.138591189494065,0.0973513717656199,0.135870203205815,0.0420153099429343,0.322467945072841
0.27,0,-0.139521331705435,0.0980047366767986,0.136782083764243,0.04229729188886,0.324632159469303
0.2718,0,-0.140451473916804,0.0986581015879772,0.137693964322671,0.0425792738347858,0.326796373865765
0.2736,0,-0.141381616128174,0.0993114664991559,0.1386058448811,0.0428612557807115,0.328960588262227
0.2754,0,-0.142311758339543,0.0999648314103345,0.139517725439528,0.0431432377266372,0.331124802658689
0.2772,0,-0.143241900550913,0.100618196321513,0.140429605997956,0.043425219672563,0.333289017055151
0.279,0,-0.144172042762283,0.101271561232692,0.141341486556385,0.0437072016184887,0.335453231451613
0.2808,0,-0.145102184973652,0.101924926143871,0.142253367114813,0.0439891835644144,0.337617445848075
0.2826,0,-0.146032327185022,0.102578291055049,0.143165247673241,0.0442711655103402,0.339781660244537
0.2844,0,-0.146962469396391,0.103231655966228,0.144077128231669,0.0445531474562659,0.341945874640999
0.2862,0,-0.147892611607761,0.103885020877407,0.144989008790098,0.0448351294021916,0.344110089037461
0.288,0,-0.14882275381913,0.104538385788585,0.145900889348526,0.0451171113481174,0.346274303433923
0.2898,0,-0.1497528960305,0.105191750699764,0.146812769906954,0.0453990932940431,0.348438517830385
0.2916,0,-0.15068303824187,0.105845115610942,0.147724650465383,0.0456810752399688,0.350602732226847
0.2934,0,-0.151613180453239,0.106498480522121,0.148636531023811,0.0459630571858946,0.352766946623309
0.2952,0,-0.152543322664609,0.1071518454333,0.149548411582239,0.0462450391318203,0.354931161019771
0.297,0,-0.153473464875978,0.107805210344478,0.150460292140667,0.046527021077746,0.357095375416233
0.2988,0,-0.154403607087348,0.108458575255657,0.151372172699096,0.0468090030236718,0.359259589812695
0.3006,0,-0.155333749298717,0.109111940166836,0.152284053257524,0.0470909849695975,0.361423804209157
0.3024,0,-0.156263891510087,0.109765305078014,0.153195933815952,0.0473729669155232,0.363588018605619
0.3042,0,-0.157194033721456,0.110418669989193,0.154107814374381,0.047654948861449,0.365752233002081
0.306,0,-0.158124175932826,0.111072034900372,0.155019694932809,0.0479369308073747,0.367916447398543
0.3078,0,-0.159054318144196,0.11172539981155,0.155931575491237,0.0482189127533004,0.370080661795005
0.3096,0,-0.159984460355565,0.112378764722729,0.156843456049665,0.0485008946992262,0.372244876191467
0.3114,0,-0.160914602566935,0.113032129633908,0.157755336608094,0.0487828766451519,0.374409090587929
0.3132,0,-0.161844744778304,0.113685494545086,0.158667217166522,0.0490648585910776,0.376573304984391
0.315,0,-0.162774886989674,0.114338859456265,0.15957909772495,0.0493468405370034,0.378737519380853
0.3168,0,-0.163705029201043,0.114992224367444,0.160490978283379,0.0496288224829291,0.380901733777315
0.3186,0,-0.164635171412413,0.115645589278622,0.161402858841807,0.0499108044288548,0.383065948173777
0.3204,0,-0.165565313623783,0.116298954189801,0.162314739400235,0.0501927863747806,0.385230162570239
0.3222,0,-0.166495455835152,0.11695231910098,0.163226619958663,0.0504747683207063,0.387394376966701
0.324,0,-0.167425598046522,0.117605684012158,0.164138500517092,0.050756750266632,0.389558591363163
0.3258,0,-0.168355740257891,0.118259048923337,0.16505038107552,0.0510387322125578,0.391722805759625
0.3276,0,-0.169285882469261,0.118912413834516,0.165962261633948,0.0513207141584835,0.393887020156087
0.3294,0,-0.17021602468063,0.119565778745694,0.166874142192377,0.0516026961044092,0.396051234552549
0.3312,0,-0.171146166892,0.120219143656873,0.167786022750805,0.051884678050335,0.398215448949011
0.333,0,-0.17207630910337,0.120872508568052,0.168697903309233,0.0521666599962607,0.400379663345473
0.3348,0,-0.173006451314739,0.12152587347923,0.169609783867662,0.0524486419421864,0.402543877741935
0.3366,0,-0.173936593526109,0.122179238390409,0.17052166442609,0.0527306238881122,0.404708092138397
0.3384,0,-0.174866735737478,0.122832603301588,0.171433544984518,0.0530126058340379,0.406872306534859
0.3402,0,-0.175796877948848,0.123485968212766,0.172345425542946,0.0532945877799636,0.409036520931321
0.342,0,-0.176727020160217,0.124139333123945,0.173257306101375,0.0535765697258894,0.411200735327783
0.3438,0,-0.177657162371587,0.124792698035124,0.174169186659803,0.0538585516718151,0.413364949724245
0.3456,0,-0.178587304582956,0.125446062946302,0.175081067218231,0.0541405336177408,0.415529164120707
0.3474,0,-0.179517446794326,0.126099427857481,0.17599294777666,0.0544225155636666,0.417693378517169
0.3492,0,-0.180447589005696,0.12675279276866,0.176904828335088,0.0547044975095923,0.419857592913631
0.351,0,-0.181377731217065,0.127406157679838,0.177816708893516,0.054986479455518,0.422021807310093
0.3528,0,-0.182307873428435,0.128059522591017,0.178728589451944,0.0552684614014438,0.424186021706555
0.3546,0,-0.183238015639804,0.128712887502195,0.179640470010373,0.0555504433473695,0.426350236103017
0.3564,0,-0.184168157851174,0.129366252413374,0.180552350568801,0.0558324252932952,0.428514450499479
0.3582,0,-0.185098300062543,0.130019617324553,0.181464231127229,0.056114407239221,0.430678664895941
0.36,0,-0.186028442273913,0.130672982235731,0.182376111685658,0.0563963891851467,0.432842879292404
0.3618,0,-0.186958584485283,0.13132634714691,0.183287992244086,0.0566783711310724,0.435007093688866
0.3636,0,-0.187888726696652,0.131979712058089,0.184199872802514,0.0569603530769982,0.437171308085328
0.3654,0,-0.188818868908022,0.132633076969267,0.185111753360942,0.0572423350229239,0.43933552248179
0.3672,0,-0.189749011119391,0.133286441880446,0.186023633919371,0.0575243169688496,0.441499736878252
0.369,0,-0.190679153330761,0.133939806791625,0.186935514477799,0.0578062989147754,0.443663951274714
0.3708,0,-0.19160929554213,0.134593171702803,0.187847395036227,0.0580882808607011,0.445828165671176
0.3726,0,-0.1925394377535,0.135246536613982,0.188759275594656,0.0583702628066268,0.447992380067638
0.3744,0,-0.19346957996487,0.135899901525161,0.189671156153084,0.0586522447525526,0.4501565944641
0.3762,0,-0.194399722176239,0.136553266436339,0.190583036711512,0.0589342266984783,0.452320808860562
0.378,0,-0.195329864387609,0.137206631347518,0.19149491726994,0.059216208644404,0.454485023257024
0.3798,0,-0.196260006598978,0.137859996258697,0.192406797828369,0.0594981905903298,0.456649237653486
0.3816,0,-0.197190148810348,0.138513361169875,0.193318678386797,0.0597801725362555,0.458813452049948
0.3834,0,-0.198120291021717,0.139166726081054,0.194230558945225,0.0600621544821812,0.46097766644641
0.3852,0,-0.199050433233087,0.139820090992233,0.195142439503654,0.060344136428107,0.463141880842872
0.387,0,-0.199980575444456,0.140473455903411,0.196054320062082,0.0606261183740327,0.465306095239334
0.3888,0,-0.200910717655826,0.14112682081459,0.19696620062051,0.0609081003199584,0.467470309635796
0.3906,0,-0.201840859867196,0.141780185725769,0.197878081178938,0.0611900822658842,0.469634524032258
0.3924,0,-0.202771002078565,0.142433550636947,0.198789961737367,0.0614720642118099,0.47179873842872
0.3942,0,-0.203701144289935,0.143086915548126,0.199701842295795,0.0617540461577356,0.473962952825182
0.396,0,-0.204631286501304,0.143740280459305,0.200613722854223,0.0620360281036614,0.476127167221644
0.3978,0,-0.205561428712674,0.144393645370483,0.201525603412652,0.0623180100495871,0.478291381618106
0.3996,0,-0.206491570924043,0.145047010281662,0.20243748397108,0.0625999919955128,0.480455596014568
0.4014,0,-0.207421713135413,0.145700375192841,0.203349364529508,0.0628819739414386,0.48261981041103
0.4032,0,-0.208351855346783,0.146353740104019,0.204261245087936,0.0631639558873643,0.484784024807492
0.405,0,-0.209281997558152,0.147007105015198,0.205173125646365,0.06344593783329,0.486948239203954
0.4068,0,-0.210212139769522,0.147660469926377,0.206085006204793,0.0637279197792158,0.489112453600416
0.4086,0,-0.211142281980891,0.148313834837555,0.206996886763221,0.0640099017251415,0.491276667996878
0.4104,0,-0.212072424192261,0.148967199748734,0.20790876732165,0.0642918836710672,0.49344088239334
0.4122,0,-0.21300256640363,0.149620564659913,0.208820647880078,0.064573865616993,0.495605096789802
0.414,0,-0.213932708615,0.150273929571091,0.209732528438506,0.0648558475629187,0.497769311186264
0.4158,0,-0.21486285082637,0.15092729448227,0.210644408996934,0.0651378295088444,0.499933525582726
0.4176,0,-0.215792993037739,0.151580659393448,0.211556289555363,0.0654198114547702,0.502097739979188
0.4194,0,-0.216723135249109,0.152234024304627,0.212468170113791,0.0657017934006959,0.50426195437565
0.4212,0,-0.217653277460478,0.152887389215806,0.213380050672219,0.0659837753466216,0.506426168772112
0.423,0,-0.218583419671848,0.153540754126984,0.214291931230648,0.0662657572925474,0.508590383168574
0.4248,0,-0.219513561883217,0.154194119038163,0.215203811789076,0.0665477392384731,0.510754597565036
0.4266,0,-0.220443704094587,0.154847483949342,0.216115692347504,0.0668297211843988,0.512918811961498
0.4284,0,-0.221373846305956,0.15550084886052,0.217027572905932,0.0671117031303246,0.51508302635796
0.4302,0,-0.222303988517326,0.156154213771699,0.217939453464361,0.0673936850762503,0.517247240754422
0.432,0,-0.223234130728696,0.156807578682878,0.218851334022789,0.067675667022176,0.519411455150884
0.4338,0,-0.224164272940065,0.157460943594056,0.219763214581217,0.0679576489681018,0.521575669547346
0.4356,0,-0.225094415151435,0.158114308505235,0.220675095139646,0.0682396309140275,0.523739883943808
0.4374,0,-0.226024557362804,0.158767673416414,0.221586975698074,0.0685216128599533,0.52590409834027
0.4392,0,-0.226954699574174,0.159421038327592,0.222498856256502,0.068803594805879,0.528068312736732
0.441,0,-0.227884841785543,0.160074403238771,0.22341073681493,0.0690855767518047,0.530232527133194
0.4428,0,-0.228814983996913,0.16072776814995,0.224322617373359,0.0693675586977304,0.532396741529656
0.4446,0,-0.229745126208283,0.161381133061128,0.225234497931787,0.0696495406436562,0.534560955926118
0.4464,0,-0.230675268419652,0.162034497972307,0.226146378490215,0.0699315225895819,0.53672517032258
0.4482,0,-0.231605410631022,0.162687862883486,0.227058259048644,0.0702135045355076,0.538889384719042
0.45,0,-0.232535552842391,0.163341227794664,0.227970139607072,0.0704954864814334,0.541053599115504
0.4518,0,-0.233465695053761,0.163994592705843,0.2288820201655,0.0707774684273591,0.543217813511966
0.4536,0,-0.23439583726513,0.164647957617022,0.229793900723928,0.0710594503732849,0.545382027908428
0.4554,0,-0.2353259794765,0.1653013225282,0.230705781282357,0.0713414323192106,0.54754624230489
0.4572,0,-0.23625612168787,0.165954687439379,0.231617661840785,0.0716234142651363,0.549710456701352
0.459,0,-0.237186263899239,0.166608052350558,0.232529542399213,0.071905396211062,0.551874671097814
0.4608,0,-0.238116406110609,0.167261417261736,0.233441422957642,0.0721873781569878,0.554038885494276
0.4626,0,-0.239046548321978,0.167914782172915,0.23435330351607,0.0724693601029135,0.556203099890739
0.4644,0,-0.239976690533348,0.168568147084094,0.235265184074498,0.0727513420488392,0.558367314287201
0.4662,0,-0.240906832744717,0.169221511995272,0.236177064632927,0.073033323994765,0.560531528683663
0.468,0,-0.241836974956087,0.169874876906451,0.237088945191355,0.0733153059406907,0.562695743080124
0.4698,0,-0.242767117167456,0.17052824181763,0.238000825749783,0.0735972878866165,0.564859957476587
0.4716,0,-0.243697259378826,0.171181606728808,0.238912706308211,0.0738792698325422,0.567024171873049
0.4734,0,-0.244627401590196,0.171834971639987,0.23982458686664,0.0741612517784679,0.569188386269511
0.4752,0,-0.245557543801565,0.172488336551166,0.240736467425068,0.0744432337243937,0.571352600665973
0.477,0,-0.246487686012935,0.173141701462344,0.241648347983496,0.0747252156703194,0.573516815062435
0.4788,0,-0.247417828224304,0.173795066373523,0.242560228541925,0.0750071976162451,0.575681029458897
0.4806,0,-0.248347970435674,0.174448431284701,0.243472109100353,0.0752891795621708,0.577845243855359
0.4824,0,-0.249278112647043,0.17510179619588,0.244383989658781,0.0755711615080966,0.580009458251821
0.4842,0,-0.250208254858413,0.175755161107059,0.245295870217209,0.0758531434540223,0.582173672648283
0.486,0,-0.251138397069783,0.176408526018237,0.246207750775638,0.0761351253999481,0.584337887044745
0.4878,0,-0.252068539281152,0.177061890929416,0.247119631334066,0.0764171073458738,0.586502101441207
0.4896,0,-0.252998681492522,0.177715255840595,0.248031511892494,0.0766990892917995,0.588666315837669
0.4914,0,-0.253928823703891,0.178368620751773,0.248943392450923,0.0769810712377253,0.590830530234131
0.4932,0,-0.254858965915261,0.179021985662952,0.249855273009351,0.077263053183651,0.592994744630593
0.495,0,-0.25578910812663,0.179675350574131,0.250767153567779,0.0775450351295767,0.595158959027055
0.4968,0,-0.256719250338,0.180328715485309,0.251679034126207,0.0778270170755024,0.597323173423517
0.4986,0,-0.25764939254937,0.180982080396488,0.252590914684636,0.0781089990214282,0.599487387819979
