T,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10
22.8762,1.20585751535628,-0.0629178393378114,0.0325016032555453,1.99893785244196,-0.0224890978037072,-0.0266864391238957,-0.0134797080687832,-0.00369012819076255,0.147380922821646,0.145731050894867
22.878,1.20590312145087,-0.0630178039022995,0.0321147365496179,1.99911516872356,-0.0222755009373625,-0.0264558908430535,-0.0132581277705716,-0.00342555425111729,0.147524538935958,0.145980592577172
22.8798,1.2059486537793,-0.0631173776664028,0.0317283797555081,1.99929299141278,-0.0220620047570857,-0.0262254250118501,-0.013036704210219,-0.00316135004540371,0.147665533183166,0.146227370133576
22.8816,1.20599411245858,-0.0632165609181107,0.0313425334384003,1.99947131844548,-0.0218486115578004,-0.0259950441541671,-0.0128154406718047,-0.00289751916477513,0.147803907733919,0.146471384092483
22.8834,1.20603949760556,-0.0633153539460605,0.0309571981609644,1.9996501477592,-0.0216353236274402,-0.0257647507864634,-0.0125943404273984,-0.00263406518467976,0.147939664789803,0.146712635020519
22.8852,1.20608480933697,-0.0634137570395368,0.0305723744833554,1.99982947729312,-0.0214221432469486,-0.0255345474177748,-0.0123734067370602,-0.00237099166486025,0.148072806583336,0.14695112352253
22.887,1.20613004776935,-0.0635117704884719,0.0301880629632131,2.0000093049881,-0.0212090726902788,-0.0253044365497142,-0.0121526428488408,-0.00210830214935387,0.148203335377966,0.147186850241584
22.8888,1.20617521301912,-0.0636093945834457,0.0298042641556632,2.00018962878663,-0.0209961142243942,-0.0250744206764715,-0.0119320519987814,-0.00184600016649274,0.148331253468078,0.14741981585897
22.8906,1.20622030520255,-0.0637066296156859,0.0294209786133158,2.00037044663289,-0.0207832701092677,-0.0248445022848136,-0.0117116374109134,-0.00158408922890335,0.148456563178987,0.147650021094198
22.8924,1.20626532443574,-0.0638034758770673,0.0290382068862666,2.0005517564727,-0.0205705425978823,-0.0246146838540845,-0.0114914022972591,-0.00132257283350706,0.148579266866941,0.147877466704999
22.8942,1.20631027083465,-0.063899933660113,0.0286559495220961,2.00073355625354,-0.0203579339362309,-0.0243849678562053,-0.011271349857831,-0.00106145446151964,0.148699366919121,0.148102153487325
22.896,1.20635514451511,-0.0639960032579931,0.0282742070658704,2.00091584392457,-0.0201454463633162,-0.0241553567556739,-0.0110514832806322,-0.000800737578451723,0.148816865753643,0.14832408227535
22.8978,1.20639994559277,-0.0640916849645257,0.0278929800601404,2.00109861743659,-0.0199330821111508,-0.0239258530095654,-0.0108318057416561,-0.000540425634108345,0.148931765819551,0.148543253941469
22.8996,1.20644467418314,-0.0641869790741763,0.0275122690449423,2.00128187474206,-0.0197208434047572,-0.023696459067532,-0.0106123204048869,-0.000280522062589414,0.149044069596827,0.148759669396298
22.9014,1.20648933040159,-0.064281885882058,0.0271320745577974,2.0014656137951,-0.0195087324621678,-0.0234671773718027,-0.010393030422299,-2.10302822892874e-05,0.149153779596383,0.148973329588673
22.9032,1.20653391436334,-0.0643764056839316,0.026752397133712,2.0016498325515,-0.0192967514944248,-0.0232380103571838,-0.0101739389338572,0.000238046304103047,0.149260898360063,0.149184235505653
22.905,1.20657842618344,-0.0644705387762056,0.0263732373051779,2.00183452896869,-0.0190849027055804,-0.0230089604510584,-0.00995504906751725,0.000496704309603766,0.149365428460646,0.149392388172518
22.9068,1.20662286597682,-0.0645642854559358,0.0259945956021717,2.00201970100579,-0.0188731882926966,-0.0227800300733867,-0.00973636393922485,0.000754940362934685,0.149467372501842,0.149597788652767
22.9086,1.20666723385824,-0.0646576460208259,0.0256164725521555,2.00220534662353,-0.0186616104458453,-0.0225512216367061,-0.00951788665291653,0.00101275110852271,0.149566733118296,0.149800438048123
22.9104,1.20671152994231,-0.064750620769227,0.0252388686800761,2.00239146378436,-0.0184501713481082,-0.0223225375461308,-0.00929962030051909,0.00127013320650039,0.149663512975583,0.150000337498528
22.9122,1.20675575434349,-0.0648432100001381,0.024861784508366,2.00257805045234,-0.0182388731755771,-0.0220939801993522,-0.00908156796194999,0.00152708333270535,0.149757714770212,0.150197488182147
22.914,1.20679990717612,-0.0649354140132054,0.0244852205569422,2.00276510459321,-0.0180277180973534,-0.0218655519866386,-0.00886373270511696,0.00178359817868088,0.149849341229626,0.150391891315364
22.9158,1.20684398855434,-0.065027233108723,0.0241091773432076,2.00295262417438,-0.0178167082755486,-0.0216372552908354,-0.00864611758591844,0.00203967445167535,0.149938395112199,0.150583548152787
22.9176,1.20688799859218,-0.0651186675876325,0.0237336553820497,2.00314060716489,-0.0176058458652841,-0.0214090924873651,-0.00842872564824318,0.00229530887464269,0.150024879207238,0.150772459987242
22.9194,1.20693193740352,-0.0652097177515232,0.0233586551858411,2.00332905153546,-0.0173951330146909,-0.021181065944227,-0.0082115599239704,0.00255049818624221,0.150108796334985,0.150958628149779
22.9212,1.20697580510205,-0.0653003839026318,0.0229841772644401,2.00351795525847,-0.0171845718649102,-0.0209531780219977,-0.00799462343296998,0.00280523914083839,0.150190149346611,0.151142054009667
22.923,1.20701960180136,-0.0653906663438429,0.0226102221251895,2.00370731630795,-0.0169741645500929,-0.0207254310738308,-0.00777791918310204,0.00305952850850131,0.150268941124223,0.151322738974398
22.9248,1.20706332761485,-0.0654805653786884,0.0222367902729178,2.0038971326596,-0.0167639131973998,-0.0204978274454567,-0.00756145017021742,0.00331336307500619,0.15034517458086,0.151500684489683
22.9266,1.20710698265581,-0.0655700813113481,0.0218638822099382,2.00408740229077,-0.0165538199270017,-0.020270369475183,-0.0073452193781572,0.00356673964183385,0.150418852660492,0.151675892039456
22.9284,1.20715056703734,-0.0656592144466491,0.0214914984360494,2.00427812318047,-0.0163438868520792,-0.0200430594938945,-0.00712922977875318,0.00381965502617025,0.150489978338025,0.151848363145871
22.9302,1.20719408087242,-0.0657479650900664,0.021119639448535,2.00446929330937,-0.0161341160788227,-0.0198158998250526,-0.00691348433182739,0.00407210606090692,0.150558554619294,0.152018099369305
22.932,1.20723752427386,-0.0658363335477224,0.0207483057421641,2.00466091065981,-0.0159245097064326,-0.0195888927846962,-0.00669798598519259,0.00432408959464055,0.150624584541071,0.152185102308354
22.9338,1.20728089735435,-0.0659243201263871,0.0203774978091904,2.00485297321577,-0.0157150698271191,-0.019362040681441,-0.00648273767465185,0.00457560249167337,0.150688071171056,0.152349373599837
22.9356,1.20732420022639,-0.0660119251334784,0.0200072161393532,2.0050454789629,-0.0155057985261024,-0.0191353458164796,-0.00626774232399869,0.00482664163201296,0.150749017607887,0.152510914918791
22.9374,1.20736743300236,-0.0660991488770615,0.0196374612198769,2.00523842588852,-0.0152966978816125,-0.0189088104835819,-0.0060530028450173,0.00507720391137209,0.15080742698113,0.152669727978479
22.9392,1.20741059579448,-0.0661859916658492,0.0192682335354707,2.00543181198159,-0.0150877699648891,-0.0186824369690946,-0.00583852213748213,0.00532728624116916,0.150863302451287,0.152825814530381
22.941,1.20745368871481,-0.0662724538092021,0.0188995335683295,2.00562563523274,-0.0148790168401822,-0.0184562275519417,-0.00562430308915832,0.00557688554852765,0.150916647209792,0.1529791763642
22.9428,1.2074967118753,-0.0663585356171283,0.0185313617981328,2.00581989363425,-0.0146704405647514,-0.0182301845036239,-0.00541034857580128,0.0058259987762767,0.150967464479011,0.153129815307861
22.9446,1.20753966538769,-0.0664442374002834,0.0181637187020457,2.00601458518007,-0.0144620431888661,-0.0180043100882193,-0.0051966614611571,0.00607462288295054,0.151015757512243,0.153277733227507
22.9464,1.20758254936362,-0.066529559469971,0.0177966047547182,2.00620970786581,-0.0142538267558058,-0.0177786065623827,-0.00498324459696214,0.00632275484278901,0.15106152959372,0.153422932027506
22.9482,1.20762536391457,-0.0666145021381417,0.0174300204282855,2.00640525968873,-0.0140457933018599,-0.0175530761753462,-0.00477010082294347,0.00657039164573708,0.151104784038607,0.153565413650445
22.95,1.20766810915184,-0.0666990657173943,0.017063966192368,2.00660123864776,-0.0138379448563274,-0.0173277211689188,-0.00455723296681846,0.00681753029744527,0.151145524193003,0.153705180077132
22.9518,1.20771078518663,-0.0667832505209748,0.0166984425140711,2.00679764274348,-0.0136302834415173,-0.0171025437774864,-0.00434464384429496,0.00706416781926945,0.151183753433936,0.153842233326598
22.9536,1.20775339212994,-0.066867056862777,0.0163334498579856,2.00699446997812,-0.0134228110727488,-0.0168775462280121,-0.00413233625907148,0.00731030124827071,0.151219475169371,0.153976575456092
22.9554,1.20779593009266,-0.0669504850573422,0.0159689886861872,2.0071917183556,-0.0132155297583505,-0.0166527307400361,-0.00392031300283676,0.0075559276372157,0.151252692838204,0.154108208561087
22.9572,1.20783839918551,-0.0670335354198595,0.0156050594582369,2.00738938588148,-0.0130084414996613,-0.0164280995256756,-0.00370857685527028,0.00780104405457623,0.151283409910263,0.154237134775277
22.959,1.20788079951907,-0.0671162082661653,0.0152416626311808,2.00758747056297,-0.0128015482910295,-0.0162036547896246,-0.00349713058404173,0.00804564758452971,0.151311629886309,0.154363356270575
22.9608,1.20792313120375,-0.0671985039127438,0.0148787986595502,2.00778597040895,-0.0125948521198138,-0.0159793987291544,-0.00328597694481154,0.00828973532695866,0.151337356298038,0.154486875257118
22.9626,1.20796539434984,-0.0672804226767269,0.0145164679953614,2.00798488342997,-0.0123883549663824,-0.0157553335341131,-0.00307511868123039,0.00853330439745122,0.151360592708076,0.154607693983262
22.9644,1.20800758906746,-0.067361964875894,0.0141546710881162,2.00818420763822,-0.0121820588041137,-0.0155314613869262,-0.00286455852493964,0.00877635192730065,0.151381342709984,0.154725814735585
22.9662,1.20804971546659,-0.0674431308286719,0.0137934083848011,2.00838394104756,-0.0119759655993956,-0.0153077844625959,-0.00265429919557098,0.00901887506350576,0.151399609928253,0.154841239838885
22.968,1.20809177365706,-0.0675239208541353,0.0134326803298879,2.00858408167351,-0.0117700773116262,-0.0150843049287014,-0.00244434340074658,0.00926087096877073,0.15141539801831,0.154953971656185
22.9698,1.20813376374853,-0.0676043352720065,0.0130724873653338,2.00878462753325,-0.0115643958932134,-0.0148610249453992,-0.00223469383607925,0.00950233682150491,0.151428710666512,0.155064012588723
22.9716,1.20817568585055,-0.0676843744026552,0.0127128299305809,2.0089855766456,-0.0113589232895749,-0.0146379466654226,-0.00202535318517208,0.00974326981582327,0.151439551590152,0.155171365075964
22.9734,1.20821754007248,-0.0677640385670988,0.0123537084625565,2.00918692703106,-0.0111536614391383,-0.0144150722340822,-0.00181632411961881,0.0099836671615459,0.151447924537452,0.155276031595592
22.9752,1.20825932652356,-0.0678433280870025,0.011995123395673,2.0093886767118,-0.0109486122733412,-0.0141924037892653,-0.00160760929900348,0.0102235260841985,0.151453833287569,0.15537801466351
22.977,1.20830104531286,-0.0679222432846787,0.0116370751618282,2.00959082371162,-0.0107437777166309,-0.0139699434614365,-0.00139921137090082,0.0104628438250119,0.151457281650593,0.155477316833845
22.9788,1.20834269654932,-0.0680007844830878,0.0112795641904046,2.00979336605599,-0.0105391596864647,-0.0137476933736373,-0.00119113297087583,0.0107016176409225,0.151458273467546,0.155573940698944
22.9806,1.20838428034171,-0.0680789520058376,0.0109225909082704,2.00999630177205,-0.0103347600933099,-0.0135256556414862,-0.000983376722484173,0.0109398448045718,0.151456812610383,0.155667888889376
22.9824,1.20842579679866,-0.0681567461771835,0.0105661557397784,2.01019962888859,-0.0101305808406433,-0.0133038323731788,-0.00077594523727182,0.0111775226043071,0.151452902981992,0.15575916407393
22.9842,1.20846724602865,-0.0682341673220287,0.0102102591067669,2.01040334543606,-0.00992662382495209,-0.0130822256694878,-0.000568841114775398,0.0114146483441807,0.151446548516193,0.155847768959617
22.986,1.20850862814001,-0.0683112157659237,0.00985490142855941,2.01060744944657,-0.0097228909357329,-0.0128608376237627,-0.000362066942521872,0.0116512193439502,0.15143775317774,0.15593370629167
22.9878,1.20854994324092,-0.0683878918350669,0.0095000831219642,2.01081193895389,-0.00951938405549239,-0.0126396703219304,-0.000155625296028691,0.011887232939079,0.151426520962319,0.15601697885354
22.9896,1.20859119143942,-0.068464195856304,0.00914580460127513,2.01101681199345,-0.00931610505974725,-0.0124187258424945,5.04812611960732e-05,0.0121226864807355,0.151412855896549,0.156097589466902
22.9914,1.20863237284338,-0.0685401281571287,0.00879206627827086,2.01122206660233,-0.00911305581702381,-0.0121980062565357,0.000256250177654075,0.0123575773357935,0.151396762037981,0.156175540991653
22.9932,1.20867348756054,-0.068615689065682,0.00843886856221551,2.01142770081929,-0.00891023818885851,-0.0119775136277118,0.000461678913856274,0.0125919028868323,0.1513782434751,0.156250836325907
22.995,1.20871453569848,-0.0686908789107526,0.00808621185985803,2.01163371268472,-0.00870765402979747,-0.0117572500122578,0.000666764942323357,0.0128256605321366,0.151357304327323,0.156323478406004
22.9968,1.20875551736462,-0.0687656980217768,0.00773409657543284,2.01184010024071,-0.00850530518739685,-0.0115372174589853,0.000871505747585339,0.0130588476856961,0.151333948745001,0.156393470206501
22.9986,1.20879643266627,-0.0688401467288385,0.0073825231106592,2.01204686153096,-0.00830319350222255,-0.0113174180092833,0.00107589882618195,0.0132914617772064,0.151308180909417,0.15646081474018
23.0004,1.20883728171053,-0.0689142253626691,0.00703149186474184,2.01225399460087,-0.00810132080785054,-0.0110978536971178,0.00127994168666224,0.013523500252068,0.151280005032785,0.15652551505804
23.0022,1.20887806460441,-0.068987934254648,0.0066810032343704,2.01246149749748,-0.00789968893086648,-0.0108785265490317,0.00148363184958492,0.013754960571387,0.151249425358254,0.156587574249306
23.004,1.20891878145473,-0.0690612737368017,0.00633105761371964,2.0126693682695,-0.00769829969086595,-0.0106594385841448,0.00168696684751826,0.013985840211975,0.151216446159906,0.15664699544142
23.0058,1.20895943236818,-0.0691342441418046,0.00598165539444975,2.01287760496728,-0.00749715490045454,-0.0104405918141543,0.00188994422503985,0.0142161366663487,0.151181071742755,0.156703781800047
23.0076,1.20900001745129,-0.0692068458029787,0.00563279696570573,2.01308620564284,-0.00729625636524756,-0.0102219882433341,0.00209256153873702,0.0144458474427302,0.151143306442747,0.156757936529073
23.0094,1.20904053681044,-0.0692790790542934,0.00528448271411806,2.01329516834988,-0.00709560588387034,-0.0100036298685355,0.00229481635720645,0.014674970065047,0.151103154626762,0.156809462870605
23.0112,1.20908099055188,-0.069350944230366,0.00493671302380205,2.01350449114372,-0.00689520524795794,-0.00978551867918636,0.00249670626105449,0.0149035020729321,0.151060620692612,0.156858364104971
23.013,1.20912137878169,-0.0694224416664612,0.00458948827635846,2.01371417208138,-0.00669505624215548,-0.009567656657292,0.00269822884289685,0.0151314410217237,0.151015709069043,0.156904643550721
23.0148,1.2091617016058,-0.0694935716984914,0.0042428088508729,2.0139242092215,-0.00649516064411778,-0.00935004577743447,0.00289938170735893,0.0153587844824654,0.150968424215732,0.156948304564625
23.0166,1.20920195912999,-0.0695643346630166,0.00389667512391645,2.0141346006244,-0.00629552022450973,-0.00913268800677308,0.0031001624710755,0.0155855300419063,0.150918770623291,0.156989350541676
23.0184,1.20924215145992,-0.0696347308972443,0.00355108746954511,2.01434534435207,-0.00609613674700595,-0.00891558530504402,0.00330056876269092,0.0158116753025006,0.150866752813262,0.157027784915086
23.0202,1.20928227870106,-0.0697047607390297,0.0032060462593,2.01455643846814,-0.00589701196829092,-0.00869873962456049,0.00350059822285917,0.0160372178824081,0.150812375338122,0.157063611156289
23.022,1.20932234095875,-0.0697744245268756,0.00286155186220764,2.01476788103791,-0.0056981476380592,-0.00848215291021292,0.00370024850424351,0.0162621554154939,0.15075564278128,0.15709683277494
23.0238,1.20936233833817,-0.0698437225999324,0.00251760464477939,2.01497967012833,-0.005499545499015,-0.00826582709946852,0.00389951727151698,0.0164864855513285,0.150696559757079,0.157127453318916
23.0256,1.20940227094438,-0.0699126552979981,0.00217420497101208,2.01519180380802,-0.0053012072868726,-0.00804976412237177,0.00409840220136193,0.0167102059551877,0.150635130910791,0.157155476374314
23.0274,1.20944213888225,-0.0699812229615184,0.00183135320238736,2.01540428014724,-0.00510313473035601,-0.00783396590154397,0.0042969009824704,0.0169333143080526,0.150571360918626,0.157180905565454
23.0292,1.20948194225652,-0.0700494259315863,0.00148904969787238,2.01561709721795,-0.00490532955119926,-0.00761843435218365,0.00449501131554378,0.0171558083066097,0.150505254487723,0.157203744554875
23.031,1.20952168117178,-0.0701172645499429,0.00114729481391908,2.01583025309372,-0.00470779346414611,-0.00740317138206617,0.00469273091329317,0.0173776856632511,0.150436816356156,0.157223997043338
23.0328,1.20956135573247,-0.0701847391589765,0.000806088904464881,2.01604374584981,-0.00451052817695037,-0.00718817889154412,0.00489005750043901,0.0175989441060739,0.150366051292929,0.157241666769826
23.0346,1.20960096604289,-0.0702518501017231,0.00046543232093213,2.01625757356313,-0.0043135353903756,-0.00697345877354699,0.00508698881371138,0.0178195813788809,0.150292964097983,0.157256757511541
23.0364,1.20964051220716,-0.0703185977218664,0.000125325412228317,2.01647173431225,-0.00411681679819525,-0.00675901291358129,0.0052835226018499,0.0180395952411801,0.150217559602187,0.15726927308391
23.0382,1.20967999432929,-0.0703849823637376,-0.000214231475253686,2.0166862261774,-0.00392037408719277,-0.0065448431897307,0.00547965662560355,0.0182589834681847,0.150139842667347,0.157279217340576
23.04,1.20971941251311,-0.0704510043723156,-0.000553237997636187,2.01690104724048,-0.00372420893716131,-0.00633095147265575,0.00567538865773105,0.0184777438508137,0.150059818186198,0.157286594173408
23.0418,1.20975876686232,-0.0705166640932269,-0.000891693813555978,2.01711619558502,-0.00352832302090411,-0.0061173396255942,0.00587071648300042,0.018695874195691,0.149977491082412,0.157291407512493
23.0436,1.20979805748045,-0.0705819618727455,-0.00122959858416508,2.01733166929625,-0.00333271800423406,-0.00590400950436065,0.00606563789818941,0.0189133723251463,0.14989286631059,0.157293661326141
23.0454,1.20983728447089,-0.070646898057793,-0.00156695197312999,2.01754746646101,-0.00313739554597419,-0.0056909629573469,0.00626015071208508,0.0191302360772141,0.149805948856268,0.157293359620881
23.0472,1.2098764479369,-0.0707114729959389,-0.00190375364663239,2.01776358516785,-0.00294235729795716,-0.00547820182552164,0.00645425274548422,0.019346463305635,0.149716743735914,0.157290506441467
23.049,1.20991554798156,-0.0707756870353999,-0.00224000327336855,2.01798002350695,-0.0027476049050257,-0.00526572794243072,0.00664794183119296,0.0195620518798543,0.149625255996928,0.15728510587087
23.0508,1.20995458470781,-0.0708395405250406,-0.00257570052454972,2.01819677957015,-0.00255314000503234,-0.00505354313419694,0.00684121581402707,0.0197769996850229,0.149531490717645,0.157277162030284
23.0526,1.20999355821845,-0.0709030338143731,-0.00291084507390213,2.01841385145095,-0.00235896422883942,-0.00484164921952006,0.00703407255081185,0.0199913046219974,0.149435453007331,0.157266679079125
23.0544,1.21003246861612,-0.070966167253557,-0.00324543659766652,2.01863123724453,-0.00216507920031934,-0.0046300480096771,0.00722650991038199,0.0202049646073393,0.149337148006185,0.157253661215029
23.0562,1.21007131600332,-0.0710289411933998,-0.00357947477459878,2.01884893504769,-0.00197148653635421,-0.00441874130852187,0.00741852577358184,0.0204179775733155,0.149236580885338,0.157238112673852
23.058,1.21011010048238,-0.0710913559853562,-0.00391295928596944,2.01906694295894,-0.00177818784683617,-0.00420773091248541,0.00761011803326515,0.0206303414678986,0.149133756846857,0.157220037729675
23.0598,1.21014882215551,-0.0711534119815289,-0.00424588981556411,2.0192852590784,-0.00158518473466709,-0.00399701861057562,0.00780128459429534,0.0208420542547664,0.149028681123739,0.157199440694796
23.0616,1.21018748112475,-0.0712151095346679,-0.00457826604968301,2.01950388150788,-0.00139247879575885,-0.00378660618437759,0.00799202337354519,0.0210531139133018,0.148921358979913,0.157176325919737
23.0634,1.210226077492,-0.071276448998171,-0.0049100876771414,2.01972280835084,-0.00120007161903313,-0.00357649540805327,0.00818233229989714,0.0212635184385936,0.148811795710243,0.157150697793239
23.0652,1.21026461135899,-0.0713374307260836,-0.00524135438926922,2.0199420377124,-0.00100796478642154,-0.00336668804834184,0.00837220931424302,0.0214732658414353,0.148699996640525,0.157122560742267
23.067,1.21030308282734,-0.0713980550730986,-0.00557206587991144,2.02016156769933,-0.000816159872865544,-0.00315718586455935,0.00856165236948429,0.0216823541483265,0.148585967127488,0.157091919232004
23.0688,1.21034149199847,-0.0714583223945566,-0.00590222184542779,2.02038139642008,-0.000624658446316456,-0.00294799060859892,0.00875065943053193,0.0218907814014716,0.148469712558794,0.157058777765855
23.0706,1.21037983897369,-0.0715182330464457,-0.00623182198469273,2.02060152198474,-0.000433462067735597,-0.00273910402493082,0.00893922847430629,0.0220985456587805,0.148351238353036,0.157023140885449
23.0724,1.21041812385416,-0.0715777873854018,-0.00656086599909587,2.02082194250508,-0.000242572291093979,-0.00253052785060214,0.00912735748973746,0.0223056449938688,0.148230549959741,0.156985013170632
23.0742,1.21045634674085,-0.0716369857687081,-0.00688935359254132,2.02104265609449,-5.19906633726884e-05,-0.00232226381523721,0.00931504447776486,0.0225120774960569,0.148107652859371,0.156944399239474
23.076,1.21049450773463,-0.0716958285542956,-0.00721728447144832,2.02126366086807,0.000138281275437441,-0.00211431364103724,0.00950228745133757,0.022717841270371,0.147982552563316,0.156901303748266
23.0778,1.21053260693618,-0.0717543161007431,-0.00754465834475074,2.02148495494255,0.000328241992335616,-0.00190667904278061,0.00968908443541406,0.0229229344375424,0.147855254613904,0.156855731391517
23.0796,1.21057064444607,-0.0718124487672765,-0.0078714749238976,2.02170653643631,0.000517889961311281,-0.00169936172782254,0.00987543346696251,0.0231273551340082,0.147725764584391,0.156807686901962
23.0814,1.21060862036468,-0.0718702269137699,-0.00819773392285235,2.02192840346942,0.000707223663343779,-0.00149236339609553,0.0100613325949604,0.0233311015119102,0.147594088078969,0.156757175050554
23.0832,1.21064653479227,-0.0719276509007445,-0.00852343505809359,2.02215055416358,0.000896241586402762,-0.00128568574010894,0.0102467798803948,0.0235341717390961,0.147460230732762,0.156704200646468
23.085,1.21068438782894,-0.0719847210893694,-0.00884857804861488,2.02237298664218,0.00108494222544805,-0.0010793304449491,0.0104317733962625,0.0237365639991188,0.147324198211827,0.1566487685371
23.0868,1.21072217957463,-0.0720414378414612,-0.00917316261592414,2.02259569903023,0.00127332408242928,-0.000873299188279646,0.0106163112275695,0.0239382764912365,0.147185996213152,0.156590883608068
23.0886,1.21075991012915,-0.0720978015194842,-0.00949718848404477,2.02281868945443,0.00146138566628658,-0.000667593640340899,0.0108003914713315,0.0241393074304129,0.14704563046466,0.156530550783209
23.0904,1.21079757959215,-0.0721538124865501,-0.00982065537951438,2.02304195604313,0.00164912549294988,-0.00046221546395055,0.0109840122365738,0.0243396550473169,0.146903106725207,0.156467775024583
23.0922,1.21083518806312,-0.0722094711064185,-0.010143563031386,2.02326549692634,0.00183654208533947,-0.000257166314503055,0.0111671716443309,0.0245393175883229,0.146758430784579,0.156402561332472
23.094,1.21087273564142,-0.0722647777434963,-0.0104659111712271,2.02348931023572,0.0020236339733656,-5.24478399700594e-05,0.0113498678276472,0.0247382933155105,0.146611608463497,0.156334914745377
23.0958,1.21091022242626,-0.0723197327628383,-0.0107876995331203,2.02371339410461,0.00221039969392872,0.000151938319099831,0.0115320989315764,0.024936580506665,0.146462645613615,0.156264840340021
23.0976,1.21094764851668,-0.0723743365301466,-0.0111089278536628,2.023937746668,0.00239683779091934,0.000355990529580928,0.0117138631131817,0.0251341774552766,0.146311548117518,0.156192343231349
23.0994,1.21098501401158,-0.0724285894117712,-0.0114295958719668,2.02416236606252,0.00258294681521816,0.00055970716577057,0.011895158541536,0.0253310824705414,0.146158321888726,0.156117428572526
23.1012,1.21102231900972,-0.0724824917747095,-0.0117497033296593,2.02438725042648,0.00276872532469592,0.000763086609389015,0.0120759833977215,0.0255272938773603,0.14600297287169,0.156040101554938
23.103,1.2110595636097,-0.0725360439866066,-0.0120692499708823,2.02461239789986,0.00295417188421354,0.000966127249579486,0.0122563358748301,0.02572281001634,0.145845507041795,0.155960367408194
23.1048,1.21109674790998,-0.0725892464157553,-0.0123882355422925,2.02483780662426,0.00313928506562209,0.00116882748290829,0.0124362141779632,0.0259176292437924,0.145685930405358,0.155878231400122
23.1066,1.21113387200886,-0.0726420994310957,-0.0127066597930613,2.02506347474299,0.00332406344776259,0.00137118571336448,0.0126156165242316,0.0261117499317348,0.145524248999629,0.155793698836773
23.1084,1.21117093600449,-0.0726946034022158,-0.0130245224748753,2.02528940040097,0.0035085056164664,0.00157320035236029,0.0127945411427557,0.0263051704678898,0.145360468892791,0.155706775062418
23.1102,1.21120793999487,-0.0727467586993511,-0.0133418233419357,2.02551558174482,0.00369261016455483,0.00177486981873078,0.0129729862746655,0.0264978892556854,0.145194596183959,0.155617465459549
23.112,1.21124488407787,-0.0727985656933847,-0.0136585621509587,2.02574201692279,0.00387637569183938,0.00197619253873404,0.0131509501731003,0.026689904714255,0.145026637003182,0.155525775448879
23.1138,1.21128176835118,-0.0728500247558473,-0.0139747386611752,2.0259687040848,0.00405980080512168,0.00217716694605115,0.0133284311032091,0.0268812152784373,0.144856597511441,0.155431710489345
23.1156,1.21131859291237,-0.0729011362589173,-0.0142903526343311,2.02619564138244,0.00424288411819348,0.00237779148178613,0.0135054273421505,0.0270718193987765,0.14468448390065,0.155335276078101
23.1174,1.21135535785884,-0.0729519005754206,-0.0146054038346869,2.02642282696895,0.00442562425183653,0.00257806459446588,0.0136819371790923,0.027261715541522,0.144510302393656,0.155236477750525
23.1192,1.21139206328784,-0.0730023180788307,-0.0149198920290183,2.02665025899921,0.00460801983382287,0.00277798474004044,0.0138579589152122,0.0274509021886286,0.144334059244238,0.155135321080215
23.121,1.21142870929648,-0.0730523891432688,-0.0152338169866158,2.0268779356298,0.00479006949891463,0.00297755038188276,0.0140334908636971,0.0276393778377566,0.144155760737108,0.155031811678991
23.1228,1.21146529598172,-0.0731021141435035,-0.0155471784792842,2.02710585501892,0.00497177188886387,0.00317675999078858,0.0142085313497436,0.0278271410022715,0.143975413187913,0.154925955196893
23.1246,1.21150182344036,-0.0731514934549514,-0.015859976281344,2.02733401532646,0.00515312565241306,0.00337561204497693,0.0143830787105579,0.0280141902112443,0.143793022943229,0.154817757322183
23.1264,1.21153829176907,-0.0732005274536763,-0.0161722101696299,2.02756241471395,0.00533412944529453,0.00357410503008948,0.0145571312953554,0.0282005240094513,0.143608596380567,0.154707223781344
23.1282,1.21157470106435,-0.0732492165163898,-0.0164838799234917,2.02779105134459,0.00551478193023092,0.00377223743919115,0.0147306874653614,0.0283861409573741,0.143422139908371,0.15459436033908
23.13,1.21161105142256,-0.0732975610204511,-0.0167949853247941,2.02801992338322,0.00569508177693483,0.0039700077727696,0.0149037455938104,0.0285710396311998,0.143233659966017,0.154479172798316
23.1318,1.21164734293991,-0.073345561343867,-0.0171055261579164,2.02824902899638,0.00587502766210911,0.0041674145387356,0.0150763040659467,0.0287552186228207,0.143043163023814,0.1543616670002
23.1336,1.21168357571246,-0.0733932178652919,-0.0174155022097531,2.02847836635222,0.00605461826944663,0.00436445625242282,0.0152483612790239,0.0289386765398346,0.142850655583004,0.154241848824098
23.1354,1.21171974983611,-0.0734405309640277,-0.0177249132697133,2.02870793362057,0.00623385228963041,0.00456113143658793,0.0154199156423052,0.0291214120055447,0.142656144175762,0.154119724187599
23.1372,1.21175586540663,-0.073487501020024,-0.0180337591297212,2.02893772897295,0.00641272842033371,0.00475743862141062,0.0155909655770633,0.0293034236589595,0.142459635365194,0.153995299046513
23.139,1.21179192251962,-0.0735341284138782,-0.0183420395842153,2.02916775058248,0.00659124536621966,0.00495337634449336,0.0157615095165806,0.0294847101547928,0.142261135745342,0.153868579394872
23.1408,1.21182792127055,-0.0735804135268349,-0.0186497544301497,2.02939799662399,0.00676940183894177,0.00514894315086189,0.0159315459061487,0.0296652701634639,0.142060651941178,0.153739571264928
